title,company,description,location
Data Engineer [Remote],braintrust,us braintrust network gives demand talent freedom freelance benefits community stabity fl time role first decentrazed talent network revolutionary web model ensures community rees braintrust find work people build blockchain token btrst unke marketplaces take talent earnings braintrust allows talent keep earnings vote key changes improve network braintrust working change way freelance works good job type freelance contract position agencies c c see notes location remote work anywhere timezone gmt wet partial overlap hourly range cent looking pay hrestimated duration h week long termthe opportunityrequirementsanalytical mindset abity connect dots proven track record working data producing consistent rests adynamic environment many stakeholdersdemonstrable experience processing complex datasets using python sql ideally including bigqueryexperience bi platform ke tableau powerbi looker advantage knowledge systems ke hubspot chargebee zendesk accounting bilngsuites wod advantageousexcellent communication skills good working knowledge productivity suites ke ms office google docs excellent knowledge ms excel google sheets overall purpose roleas cent business grows increasing need understand manage data systems initial purpose role wod extracting data existing systems reproducible ways required including performing transformations data produce actionable intelgence time role expected develop helping design implement business intelgence dashboards data integrated systems allow capture view business stage role wod kely involve cooperation house external teams key areas responsibityproducing automating reports specifications executive finance revops teams executing integrations implementing required data transformation including finding filng gaps data creating maintaining consodated view cent data estate helping design structures transformations dashboards cannot facitated within dashboards bundled systems use assisting fp data retrieval transformations time executing setting creating dashboards bi platform ofchoice actively working vendor stakeholders cto guidanceapply hiring process quafied candidates invited screening interview braintrust staff answer questions project platform determine right fit parties invite join platform create profile apply directly project c c candidates role available c c candidates working agency professional contractor created llc corp around consting practice well agned braintrust welcome appcation braintrust values mtitude talents perspectives erse workforce brings quafied appcants receive consideration employment without regard race national origin region age color sex sexual orientation gender identity disabity protected veteran status,"Toronto, Ontario, Canada"
Data Engineer,mastek,one top retail cent seeking data engineer based canada remote project long term stabity extensive learning opportunities teamthe data engineer part data analytics devery team gec guest education center building real time enterprise data streams ingesting data mtiple data sources snowflake ideal candidate designing implementing data pipenes using fl stack azure data services satisfy business needs data engineer wod also responsible continuously identifying opportunities automation reduction technical debt manual data manipations create efficiencies optimize data devery shod also work cross functional business teams identify data hydration solutions assess feasibity provide recommendations developers automation opportunities ensuring devered frameworks scalable quafications bs computer science related years experience software developer bi space needed years experience azure data engineering tools e g azure data factory data bricks functions logical apps azure synapse adls etc expertise designing data pipenes table structures sql queries experience working snowflake technologies preferred working experience scripting data science analytics sql python powershell javascript needed years performance tuning optimization bottleneck problems analysis technical troubleshooting sometimes ambiguous environment desired quafications experience working dynamics data preferred experience azure devops infrastructure working experience reporting analytical layer ssrs power bi ssas desirable experience working large volume data retail experience strongly desired working knowledge ci cd working knowledge building data integrity checks part devery appcations technical expertise build code performant well secure technical depth vision perform poc evaluate different technologies entrepreneurial spirit continuously innovates achieve great rests communicates honesty kindness creates space others fosters connection putting people first building trusting relationships integrates fun joy way working aka take seriously day fe co ordinate mtiple data source teams getting data pubshed bi data warehouse snowflake building scalable data solutions mentor junior resources drive end end design implementation devery engineering components communicate educate senior junior colleagues embed data science analytics across organization strive continuous improvement code quaty development practices self learn new technologies dever building maintaining solutions highly available environments translate business issues technical terms understand leverage apply best practices effectively also leads example comes coding standards best practices technology collaborate cross functional teams business stakeholders engineers program management project management etc produce best solutions possible building ci cd pipenes anticipate system appcation challenges proposes solutions contribute story sizing work estimates implementation vadation devery documentation review user stories ensure quaty user experience well defined acceptance criteria thorough test coverage participate design code review ensure quaty testabity feature code,Canada
Google Cloud Platform Analytics Engineer,merkle cardinal path,company descriptionmerkle cardinal path part dentsu aegis network leading digital analytics digital marketing firm focused devering insight understanding outcomes create competitive advantage cents engage strategic business technical levels generate tangible quantifiable value partners merkle cardinal path mission know share partners competitive advantage company cture reflects importance people expertise wellness happiness everything merkle cardinal path rapidly expanding google marketing platform strategy cents including media strategy activation platform management analytics managed services dever transformational outcomes job description remote opportunity looking analytics engineer join team responsible providing cents guidance marketing analytics use cases devery technical solutions built primarily bigquery google cloud platform ideal candidates experience data preparation analysis data modelng experience shod include work analyzing managing data within cloud hosted analytics environments candidate work directly various internal stake holders dever ad hoc analysis raw data statistical model development research emerging analytics trends presentation development well technology research position help expand cents web analytics digital marketing programs opportunities include appcation analytics skills within robust cloud environment well supporting modelng work relating analysis ideal candidate previous experience realm data science includes data preparation data analysis statistical programming skills data visuazation job level previous experience devering data solutions analytics required abity communicate help gather requirements coordinate internal resources dever clear value cents key constant abity develop data science skills experience working google cloud platform opportunities learn variety related platforms looker tableau azure position primarily supports analysis web analytics mobile analytics marketing platform data experience tools beneficial google analytics adobe analytics adobe audience manager google campaign manager google display video salesforce sales cloud salesforce marketing cloud synthesize business needs create business functional design documents used build analysis data modelscent facing skills include providing quantitative analyses recommendations presentations centsassess data vadity work required data preparation attention detail agnment business requirementstranslate data analytical outputs enables cents answer fundamental questions central business success develops implements supports methodologies standards tools analysis data science work partners insights analysis team leads digital intelgence team well digital marketing team within cardinal path help dever quaty insights requiredbuild cooperative productive relationships cents vendors utizing excellent communication skills also interacting effectively internally externally participation development data science analytic products identifying key areas improvement products services research prototype explore future non standard analytics approaches push mits current analysis output quaficationsminimum quafications bachelor degree technical field study apped statistics business analytics operations research computer science relevant quantitative field minimum years experience analyst data scientist master degree minimum years experience analyst data scientistproficiency classical statistical modelng methods machine learning techniques solve complex business problemsstrong python skills model design developmentproficiency sql experience working cloud environmentsexperience visuazing presenting data analytics findingsself motivation creativity abity work independently meeting deadnesexceptional written verbal communication skills comfortable working remote teamswhat make stand outunderstanding performance marketing metrics channelsprevious experience web analytics tools adobe marketing cloud google analytics etc previous experience marketing media analytics including database marketing techniques digital attribution media mix modelngfamiarity analyzing data digital marketing ecommerce well non digital aspects businessadditional informationwe know experience different ideas perspectives backgrounds foster stronger creative work environment devers better business rests strive create workplaces reflect cents serve everyone feels empowered bring fl authentic selves work committed working candidates abity levels throughout recruitment process ensure need best need accommodation appcation interview process please contact canada recruitment dentsuaegis com begin conversation inidual accessibity needs throughout hiring process,"Toronto, Ontario, Canada"
Cloud Data Analyst,masterpiece studio,masterpiece studio makes effortless create content concept animation harness power virtual reaty machine learning let creatives easily create software makes easy create content games animation education today important software fundamental requirement build metaverse tomorrow mission help people easily create content whatever imagine looking team members creative fearless collaborative problem solvers want help us create new world content creation rolethe data engineer analyst fl data stack position work data team architect data infrastructures well surface meaningf analytics impact key business decisions company directions use data member data science team work cross functionally provide hands technical support including build trusted reable set data sourcesleverage google analytics collect data users going web based platform translate findings help understand business needsmanage data warehouse etl pipenedesign implement scale data pipenes transforming various data types data models enable actionable insightstroubleshoot solve production database issuesdevelop quaty framework devery high quaty data analyses stakeholdersconstruct analytics dashboards ad hoc analysis business growth teamthe day daywe suspect next hire accompsh goals conduct meaningf data analysis impacts key business decisions company directions analyzing using data google analyticscollaborate develop deploy robust scalable databases making sure systems meet organizational requirements well industry best practicestranslate business requirements data models easy understand used different discipnes across companycontinually work improve data reabity quaty supports ongoing incorporation new data sourcesconstruct analytics dashboards ad hoc analysis business growth teamwhat beeve next hire bring businessdemonstrated strong expertise years fl stack data experience preferably saas productsgoogle cloud platform gcp experiencegoogle analyticsstrong sql analysis dashboard experiencefirebase firestore real time databasegoogle data studio business intelgence toolserd documentationetl ideally experience stitch dbt managing data warehousesit wod beneficial though required also working knowledge api design crudnodejs javascript typescript pythonsecurity testing experiencegrowth metricswhat expect apply motivated new teammate join us soon resonates feel free reach say hello much love able speak everyone appes selected move forward process contacted within business days applying eeocmasterpiece studio equal opportunity employer quafied appcants given consideration regardless race region colour gender sex age sexual orientation gender identity national origin marital status citizenship status disabity veteran status protected class provided appcable employment laws disabity special need requires accommodation please contact us careers masterpiecestudio dot com,"Montreal, Quebec, Canada"
"Data Engineer - Remote, Full-Time",blueght consting devops software development,blueght consting leading software constancy seeking skilled data engineer join fast growing team mission design develop technology improves ves users providing exceptionally high level service cents looking data engineer wants part fast paced dynamic environment everyone opinions efforts valued hire outstanding iniduals give opportunity thrive collaborative atmosphere values learning growth hard work team distributed across united state central south america desire part exciting challenging rapidly growing software development constancy passionate software development creating finest apps marketplace please apply looking forexperience aws services including mited athena ec emr glueabity solve ongoing issues operating clusterexperience integration data mtiple data sourcesexperience various database technologies sqlserver redshift postgres rdsexperience one following data integration platforms pentaho kettle snaplogic talend openstudio jitterbit informatica powercenter similarknowledge best practices operations always always available serviceexperience knowledge agile software development methodologiesexcellent problem solving troubleshooting skillsexcellent oral written communication skills keen sense customer serviceexperience collecting managing reporting large data storesawareness data governance data quaty principleswell versed business analytics including basic metric building troubleshootingunderstand integration architecture appcation integration data flow diagrams source target mappings data dictionary reportsfamiar web services xml rest soapexperience git similar version control softwareexperience integrations use bi tools gooddata prefered tableau powerbi similarbroad experience mtiple rdbms ms sqlserver oracle mysql postgresql redshiftfamiarity saas cloud data systems e g salesforce data warehouse design star schemas change data capture denormazationsql ddl queries tuning techniques indexing sorting distributionbs ms degree computer science related technical field years data pipene development snaplogic datastage informatica related experience years sql experience sql experience plus experience designing building maintaining data pipeneswhat doingdevelop maintain data models core package appcation reporting databases describe objects fields support documentation facitate custom appcation development data integrationmonitoring execution performance daily pipenes triage escalate issuescollaborates analytics business teams improve data models data pipenes feed business intelgence tools increasing data accessibity fostering data driven decision making across organizationimplements processes systems monitor data quaty ensuring production data always accurate available key stakeholders business processeswrites unit integration tests contributes engineering wiki documents workperforms data analysis required troubleshoot data related issues assist resolution data issueswork within aws linux cloud systems environment support data integration solutionworks closely team frontend backend engineers product managers analyststeamwork collaborate team members share knowledge provide visibity interpersonal accompshments follow directions providedcompany benefitscompetitive salary bonuses including performance based salary increasesgenerous paid time pocytechnology office stipend remote work post covidcontinuing education training conferencescompany sponsored coursework exams certificationsbeing software constant fun challenging rewarding career choice engineers contributions highly valued cents work often direct significant impact cent business chance work variety projects incredible cents help quickly improve constant software engineer get work modern languages frameworks alongside best developers world desire part exciting challenging rapidly growing software constancy please apply,"Kelowna, British Columbia, Canada"
Google Analytics Engineer,merkle cardinal path,company descriptionmerkle cardinal path part dentsu aegis network leading digital analytics digital marketing firm focused devering insight understanding outcomes create competitive advantage cents engage strategic business technical levels generate tangible quantifiable value partners merkle cardinal path mission know share partners competitive advantage company cture reflects importance people expertise wellness happiness everything merkle cardinal path rapidly expanding google marketing platform strategy cents including media strategy activation platform management analytics managed services dever transformational outcomes job description remote opportunity looking analytics engineer join team responsible providing cents guidance marketing analytics use cases devery technical solutions built primarily bigquery google cloud platform ideal candidates experience data preparation analysis data modelng experience shod include work analyzing managing data within cloud hosted analytics environments candidate work directly various internal stake holders dever ad hoc analysis raw data statistical model development research emerging analytics trends presentation development well technology research position help expand cents web analytics digital marketing programs opportunities include appcation analytics skills within robust cloud environment well supporting modelng work relating analysis ideal candidate previous experience realm data science includes data preparation data analysis statistical programming skills data visuazation job level previous experience devering data solutions analytics required abity communicate help gather requirements coordinate internal resources dever clear value cents key constant abity develop data science skills experience working google cloud platform opportunities learn variety related platforms looker tableau azure position primarily supports analysis web analytics mobile analytics marketing platform data experience tools beneficial google analytics adobe analytics adobe audience manager google campaign manager google display video salesforce sales cloud salesforce marketing cloud synthesize business needs create business functional design documents used build analysis data modelscent facing skills include providing quantitative analyses recommendations presentations centsassess data vadity work required data preparation attention detail agnment business requirementstranslate data analytical outputs enables cents answer fundamental questions central business success develops implements supports methodologies standards tools analysis data science work partners insights analysis team leads digital intelgence team well digital marketing team within cardinal path help dever quaty insights requiredbuild cooperative productive relationships cents vendors utizing excellent communication skills also interacting effectively internally externally participation development data science analytic products identifying key areas improvement products services research prototype explore future non standard analytics approaches push mits current analysis output quaficationsminimum quafications bachelor degree technical field study apped statistics business analytics operations research computer science relevant quantitative field minimum years experience analyst data scientist master degree minimum years experience analyst data scientistproficiency classical statistical modelng methods machine learning techniques solve complex business problemsstrong python skills model design developmentproficiency sql experience working cloud environmentsexperience visuazing presenting data analytics findingsself motivation creativity abity work independently meeting deadnesexceptional written verbal communication skills comfortable working remote teamswhat make stand outunderstanding performance marketing metrics channelsprevious experience web analytics tools adobe marketing cloud google analytics etc previous experience marketing media analytics including database marketing techniques digital attribution media mix modelngfamiarity analyzing data digital marketing ecommerce well non digital aspects businessadditional informationwe know experience different ideas perspectives backgrounds foster stronger creative work environment devers better business rests strive create workplaces reflect cents serve everyone feels empowered bring fl authentic selves work committed working candidates abity levels throughout recruitment process ensure need best need accommodation appcation interview process please contact canada recruitment dentsuaegis com begin conversation inidual accessibity needs throughout hiring process,"Toronto, Ontario, Canada"
"Data Engineer - Data, AWS ,ETL",quantiphi,skills required bachelor degree computer science similar field equivalent work experience minimum years experience implementing data solutions aws cloud environment must well versed hands experience aws services ke dms glue lambda redshift kafka kinesis etc must strong knowledge hands experience sql spark python must good understanding data warehousing data integration data ingestion data transformation projects must must worked large data migration transformation projects using etl tools ke aws glu informatica infoworks etc knowledge data data ingestion engineering platforms must havea good understanding experience data warehousing data integration projects must iics informatica knowledge good thing knowledge insurance domain good expert data warehousing standards strategies tools strong knowledge relational databases preferably oracle sql server good knowledge unix linux shell scripting strong problem solving mtitasking organizational skills good written verbal communication skills demonstrated experience leading team spread across mtiple locations role responsibities analyze troubleshoot devery issues timely fashionwork cents technology evaluation technical thought leadership direction manage devery team ensure timely accurate customer deveriesoversee daily activities devery team provide direction guidance neededensure team maintains high level competence operational excellence develop process improvements achieve cost effectiveness time savingreport devery status internal leadership develop required devery documentation take lead preparing functional technical specification documents lead project deveries managing mtiple responsibities high paced environment empowered make difference constantly sync cent business team agn business priorities plan long term short term architecture goals complete sdlc project managing solutioning engineering testing release maintenance work closely cent partners agn manage expectations plan engineering guide help team members debug solve technical problems lead engagements mtiple work streams prepare project plans manage deverablesreview perform code walkthroughs quaty reviews showcase thought leadership technology roadmaps agile development methodologies best practices,Canada
Principal Data Analyst,shogun,shogun mission empower brands create exceptional ecommerce experiences process build best remote company since winter batch combinator seen tremendous growth intentionally creating cture people backgrounds belong company products informed erse perspectives best talent around world fly remote offices looking team members excited work remotely closed series b raising series c scang faster ever investors include insight partners initiazed capital accel vmg partners combinator join us grow career rapidly growing company locationfor position looking candidates located united states canada doas principal data analyst shogun understand startups chaotic kind ke navigate reign chaos take ownership data analytics strategy execution partnering directly business stakeholders work proactively ensure right questions answered use data tell story one inform influence shogun strategic investment decisions also shogun data steward ensuring integrity data access rigorous management data stack sql looker dbt fivetran snowflake census salesforce business leaders across organization right information need work intersection quantitative analysis data mining presenting data ensure business uses data informed strategies grow improve product offerings bringdeep experience owning leading analytics function emerging environment years data analytics experience emphasis working cross functionally throughout organizationa strong abity translate data actionable insights able explain findings comprehensible way tailoring message audience complete comfort working sql dbt lookerexperience working within product led growth strategya note future shogieswe know confidence gap imposter syndrome get way meeting potential shogies relevant skills reflected resume welcome candidacy encourage share optional cover letter even experience match exact requirements committed building erse inclusive equitable workplace everyone feels ke belong encourage apply feel role good fit look forward hearing offer varies location competitive salarycompany sponsored healthcare visioncare dentalcare dependentsretirement plans matching contributions k pension rrsp paid parental leavestock options yearly company department siteshome office set reimbursementmonthly home office productivity reimbursement co working space reimbursementpto sick leave hodays shogie appreciation days covid related time offlearning development reimbursement mental health wellbeing offeringsquarterly wellness reimbursement remote work erse distributed team uses slack zoom notion tools stay connectedour valueswork open operate high integrity choose right easy transparent company otherpeople people treat colleagues customers dignity empathy respect start presumption positive intentwin grow together strive best inidually team support encourage seek opportunities growthshogun supports workplace ersity discriminate basis race color region gender identity expression national origin age mitary service egibity veteran status sexual orientation marital status physical mental disabity protected class please refer position specific location requirements sted location section job description interested every quafied candidate egible work mentioned location without requiring employment visa sponsorship cck cck apply hypernk new york colorado based us candidate,"Vancouver, British Columbia, Canada"
Senior Data Analyst,insight global,day day insight global looking sr data analyst join canadian fertizer company remotely month contract member team successf candidate help improving inefficient processes producing information efficiently creating insightf reporting analyst team proactively enable finance achieve demonstrated efficiency data transformation reporting foster creativity innovation unique thinking build understanding mtiple areas within finance support efficient accurate data transformation data vadation report creation build scalabity reporting support global growth manage creation accurate reporting enables analysis insight action parse cleanse manipate large amounts structured unstructured data analysis coordinate creation enhancement data cubes including cubes harmonize data mtiple sources collaboration finance subject matter experts data services team report development identify business issues analytics insight cod potentially solve responsible prioritizing managing mtiple projects time provide timely communications relevant finance information reporting leads project status roadblocks manage project specific tasks deverables including setting appropriate timenes collaborate cross functionally fbs finance nutrien share knowledge insights address ad hoc reporting requests analyze recurring requests automation self service opportunitiesmust bachelor degree required related finance mathematics operations statistics actuarial science agricture economics data related fields preferred years experience accounting finance related reporting role experience microsoft power query power bi including writing expressions dax language preference given expert level skills experience writing database queries using sql aptitude developing visuazations bring data fe efficiently share insights experience extracting manipating vadating analyzing large data sets draw conclusions experience assessing current processes finding inefficiencies designing implementing improved processes excellent communication collaboration delegation skills strong problem solving quantitative analytical abities abity work independently fast paced environment manage tight deadnes competing priorities aptitude communicate complex analytic findings plus experience automating processes rpa tools wod asset experience working oracle ebs sap ecc peoplesoft sap wod asset experience python r programming language wod asset experience business intelgence software tableau alteryx wod asset,"Alberta, Canada"
Senior Data Analyst,ihs markit,arefounded automotivemastermind leading provider predictive analytics marketing automation solutions automotive industry beeves technology transform data reveang key customer insights accurately predict automotive sales proprietary automated sales marketing platform mastermind company empowers dealers close deals predicting future buyers consistently marketing automotivemastermindis headquartered new york city information visit automotivemastermind com automotivemastermind thrive high energy high speed organization hyper growth mode fast paced cture match highly engaged teams feel passionately product people passion continues motivate challenge teams best class ctural values drive help core built cture years ctural framework inspires passion success collaborating win dothrough proprietary automated sales marketing platform mastermind empower dealers close deals predicting future buyers consistently marketing short help automotive dealerships generate success loyalty service conquest portfoos combination turnkey predictive analytics proactive marketing dedicated constative services successf senior data analyst willdata analysts within automotivemastermind product insights team play leading role measuring effects market communicating value product within portfoo devers identifying opportunities strengthen products processes created responsibities includerigorous identification analysis interpretation trends patterns complex data setsappcation deep creative rigorous thinking solve broad platform wide technical business problemsdesign develop management reports supporting ad hoc analyses answering key questions product performance agned sales pitch key product components devering value marketing outreach effective rests consistent across cents identify key value drivers key opportunities sources error across products processescreate cent facing visuazations clearly articate value proposition identify business opportunities internal external stakeholdersdevelop short term preventive detective measures leading medium long term product improvement initiatives arrived via close collaboration data transformation engineering qa production support team memberssupport inform account leads respect cent regional sales mix performance contributionsidentify access additional data assets cod leveraged answer given business problemcoordinate data engineers appropriate design enable repeatable processes generate deverables answer routine business questionsmanage complex roadmap mtiple projects various stages development research data schema design data engineering quaty testing visuazation design user testing production release provide appropriate updates fl range internal external stakeholdersminimum requirementsbachelors degree mathematics engineering economics statistics computer science information management related quantitative fieldminimum years professional experience data analyst similar analytical technical role additional relevant education considered eu experiencetechnical experience data models database design data mining segmentation techniquesstrong knowledge experience reporting packages business objects databases sql programming xml javascript etl frameworks demonstrated appcation statistics experience using statistical packages analyzing large datasets excel r spss sas experience visuazation software packages data studio tableau powerbi strong analytical problem solving skillsabity think quickly feet handle ambiguity equal opportunity employers p global equal opportunity employer quafied candidates receive consideration employment without regard race ethnicity color region sex sexual orientation gender identity national origin age disabity marital status mitary veteran status unemployment status status protected law electronic job submissions considered employment need accommodation appcation process due disabity please send email eeo compance spglobal com request forwarded appropriate person us candidates onlythe eeo law poster http www dol gov ofccp regs compance posters pdf eeopost pdf describes discrimination protections federal law,"Greater Toronto Area, Canada"
Data Engineer,ruanco constora de rrhh,use various methods transform raw data usef data systems key duties include processing data sources within res mysql queries arranging data includes providing support members team necessary enhance operation usage system succeed data engineering position shod strong analytical skills abity combine data different sources data engineer skills also include famiarity several programming languages knowledge learning machine methods detail oriented excellent organizational skills experience field ke hear main responsibities analyze organize raw databuild data systems etl pipenesevaluate business needs objectivesinterpret trends patternsmigrate optimize clean data structuresprepare data prescriptive predictive modengcombine raw information different sourcesexplore ways enhance data quaty reabityidentify opportunities data acquisitiondevelop analytical tools programscollaborate data analysts several projectsrequirements skills previous experience data engineer similar roleprevious experience migrating cleaning databasestechnical expertise data models data mining segmentation techniquesknowledge programming languages e g bash python experience docker airflowhands experience sql database designexcellent numerical analytical skillsknowledge excel reporting pivot tables importing data etc experience working data warehouses data lakesbenefits competitive salary based years experiencea positive work environmentjoining period immediatenote good written oral engsh communication skills essential team globe engsh common language,"Toronto, Ontario, Canada"
Data Analyst,ona,ona mission bring clarity insurance ona offers innovative digital insurance telematics app incentivises good driving ontario market ona mission bring clarity insurance simpfy consumer relationship insurance company digital experience best class customer service launched ona joint venture achmea largest insurance group netherlands fairfax financial canadian based financial holding company disrupt insurance ontario building team heavy hitters make reaty work collaboratively fast paced agile environment every member team empowered take ownership role assist build best class experience customers bright critical thinker looking solve important business challenges business oriented technical ona looking someone work stakeholders define measurement needs execute measurement plans analysis dashboarding modeng also give hands support business units providing ad hoc data analytics outputs needed sounds ke keep reading key accountabities ka define execute measurement methodologies business initiativesyou translate business initiatives measurement plans responsible determining measure setup required analysis ka build mti purpose data setsto complete analytical dashboarding work need generate data sets responsible creating data supports immediate work also reused team members answer mtiple business questions ka generate excellent insights analysisyou bring unique thoughtf perspective business helps drive action role need creative find answers answers clear ka create concise meaningf dashboards reportsyou create dashboards gathering requirements building visuals presenting ka proactively raise areas opportunity analytics meet business goalsyou identify new questions areas explore high business value ka intake execution operational requestsyou responsible executing data requests specific departments includes providing data sets small analyses support business operations ka persuasive communication analytic findings role present work compelng manner business users use work suggest meaningf business actions strategic directions quafications competencies years experience analytics years working directly business stakeholders define projects years writing effective complex sql queries experience writing etl queries stored procs etl tools good understanding data warehousing concept intermediate bi tool user power bi tableau etc university degree comparable experiencenice insurance industry experience claims analytics experience experience azure services data storage analysis indicators success critical thinking abity generate meaningf analytic insight face ambiguity lack clear direction mental flexibity abity quickly pivot different projects ideas solutions business needs priorities shift attention detail creation deverables high business value impeccably accurate devered business friendly languageworking onliaour aim create workforce erse promotes positivity demonstrates values equaty fairness respect everything dedicated anti discrimination approach provide equal opportunity employment advancement throughout ona regardless gender race ethnicity national origin age sexual orientation identity education disabity respect value erse fe experiences ctures ensure voices valued heard ona welcomes encourages appcations people disabities accommodations available request candidates taking part aspects selection process,"Toronto, Ontario, Canada"
Data Analyst,electronic arts ea,roleyou work mobile central technology mct organization business intelgence growth engineering security teams report director mobile bi technology job hybrid remote within region toronto responsibities construct tables views mtiple data sources enable key decision making around campaign performance player behavior game security respond changes capabities business partners processes generate data organized clear signals enable effective decision making technical skills build dashboards looker data visuazing data tools write advanced sql including using partitions windowing functions design data visuazations follow best practice principles measure performance marketing campaigns measure fecycle players organize data facts dimensions soft skills responsive ownership documenter learner,"Toronto, Ontario, Canada"
Data Analyst,frostbite,data analyst frostbite analyticselectronic arts opportunity aheadthis contract role months hybrid remote work options available looking data analyst join frostbite team frostbite ea state art mti platform game development engine global team empowers game creators shape future gaming developing creative engine features outstanding tools honored thousands game developers world using frostbite create amazing games player experiences industry working data analyst provide insights project game engine data improve frostbite user experience release quaty project productivity curious analytical person experience ing data solve business problems part passionate supportive team analysts data engineers report senior analytics manager frostbite analytics main responsibities empower developers partner frostbite developers content creators understand needs challenges provide data driven solutions build product project understanding leverage data understand business identify opportunities risks important decisions perform analysis carry analytics projects end end collaboration team conceptuazation data sourcing cleansing analysis iteration insights communication automate recurring needs build support user friendly reporting handle routine asks monitor metrics champion data quaty work engineers specify raw data collection requirements contribute team efforts improve data quaty educate train teach users varying data fluency use dashboards access data help less famiar understand better use data support teammates offer feedback encouragement create documentation participate peer reviews ask feedback mentor teammates quafications experience clarifying problem requirements defining structured solution approachproficiency querying transforming blending complex data sets using sqlunderstanding core statistics concepts probabity correlation hypothesis testing causal analysisexperience using python r data analysisexperience creating clean readable data visuazations tool powerbi looker tableau years experience working data analyst professional settingquantitative technical degree equivalent coursework e g computer science statistics economics engineering etc,"Vancouver, British Columbia, Canada"
Data Analyst (C117),mitsubishi motor sales canada inc,mitsubishi motor sales canada inc mitsubishi motor sales canada inc mmscan sole distributor mitsubishi brand vehicles parts accessories authorized dealers across canada mmscan fly owned subsidiary mitsubishi motors corporation storied motor sports heritage selng vehicles around globe years mitsubishi motors passion excellence committed combining automotive innovation exceptional performance cars workplace enhancing communities mitsubishi motor sales canada inc equal opportunity employer fostering inclusive accessible environment committed building environment employees customers feel valued respected supported mitsubishi motor sales canada inc support appcants requiring accommodation recruitment process purposethe analyst data generate valuable findings business category consumer help mitsubishi make data driven decisions achieve business goals position work directly support internal teams external agencies gathering cleaning organization analyzing mtiple sources data sets sources including websites paid media organic digital channels crm customer surveys ad hoc reports etc position interpret datasets recommend actions answer questions solve problems innovate create business insights challenge assumptions data inspire positive change responsibilities collecting organizing datagather data owned digital channels website social media crm digital paid media sales tools ad hoc desk surveyscreate different data sets best support understanding digital consumer journeys heatmaps attribution modelsprovide internal teams external partners recurring digital metric reports analysisassist implementation data management platform dmp creating media taxonomy digital audience clusters monitoring interpreting dataassist senior manager identifying patterns correlations trends work alongside digital team recommendations improve performance efficiency digital crm campaignsanalyze variety digital journeys coming different sources different navigation paths responding different call actions identify insights wod maximize upper lower funnel goals awareness consideration conversion execute evaluate creative b tests based performanceanalyze different digital audience clusters perform digital paid mediamanaging data tools reporting datacreate automated reports dashboards via google analytics salesforce marketing cloud datorama others internal teams generate added value faster access informationput together findings insights recommendations visual concise reports charts graphs tables typical education experience profile years experience digital marketing data analyticsworking knowledge analytics data visuazation tools google analytics datorama tableau skilled using combination data sources construct profound understanding websites app performanceinnovative creative logical methodical approach problem solving proven data instincts clear understanding common pitfalls digital analyticsfamiarity digital marketing tactics including onne media display paid search seo crm mobile apps hands experience working related datafamiarity tag management systems google tag manager crm platforms salesforce abity articate complex findings concise persuasive arguments formal informal conversations senior executive level cents offercompetitive salaryflexible collaborative work environmentflex work schedeexcellent benefitsrrsp matchingcompany car lease programlearning growth opportunities,"Mississauga, Ontario, Canada"
