title,company,description,location
Data Analyst (Remote),lightcast,stop scrolng found data analyst role looking lightcast rapidly growing fiercely dedicated serving cents still fun celebrating successes lightcast global leader labor market insights headquarters moscow id boston offices united kingdom europe new zealand india work partners across six continents help drive economic prosperity solving variety problems three key sectors education community corporate data analyst taxonomy team lightcast responsible evaluating improving coverage quaty taxonomies models analyst day day work primarily consists performing root cause analysis developing decision making criteria ensuring data quaty assurance executing solutions data ambiguity taxonomy team ensures taxonomies fit purpose date accurately reflect complexity job market ideal candidate possess strong quantitative research skills passion seeing patterns data extracting patterns inform development taxonomies data products interpretation classification natural language elements e g job titles job postings company names executing root cause analysisrapid consistent decision makingdevelopment decision making criteria processesestabshing adhering data quaty assurance processesperforming research regarding taxonomic improvements use case opportunitiescommunicating complex data reaties problems teammates engineers stakeholdersresponding customer feedback questions datasetwhat need competent use data extraction languages sql elasticsearch kql sparqlworking abity perform etl apply data mining techniques large data sets using python r excel preferred toolproduct road mapping project scopingattention detailexcellent research skillshigh engsh reading comprehensioncommunication teamwork decision making skillscomfortable working structured discipned manner part technical organization years experience maintaining developing proprietary government taxonomies variety data typesbachelor degree data analytics information systems computer science mathematics related technical field advanced degree equivalent practical experiencethese skills preferred necessary apply proficiency data extraction languages sql elasticsearch kql sparqlworking abity perform advanced analytics etl data mining techniques large data sets using python r excel preferred toolexperience agile project management issue tracking softwares jira wrike asanaexperience data visuazation tools kibana looker tableautheoretical understanding methods purposes text analysis natural language processing machine learningsome perks team members enjoy valued member supportive talented teamcareer development opportunitiescompetitive payhealth insurance effective day one dental vision plans k match immediately vested generous pto entire week christmas eve new year one hoday life insurance optionsflexible work schedeour core valueslive missioninnovate inside outgive customers unexpectedhide nothing everythingteamwork makes data workphysical requirements physical demands described representative must met successfly perform essential functions job performing duties job employee regarly required stand sit talk hear use hands fingers operate computer telephone keyboard reach specific vision abities required job include close vision requirements due computer work light moderate fting required regar predictable attendance required work environment characteristics described encountered performing essential functions job moderate noise e business office computers phones printers ght traffic abity work confined areas abity sit computer terminal extended period reasonable accommodations may made enable iniduals disabity perform essential functions lightcast proud equal opportunity workplace committed equal employment opportunity regardless race color ancestry region sex national origin sexual orientation age citizenship marital status disabity gender identity veteran status lightcast always always committed ersity equity inclusion seek dynamic professionals backgrounds join team encourage employees bring authentic original best selves work liremote,"Home, MI"
Data Analyst,ampfy,pioneer k education since ampfy leading way next generation curricum assessment core supplemental programs ela math science engage students rigorous learning inspire think deeply creatively formative assessment products help teachers identify targeted instruction students need build strong foundation early reading math programs provide educators powerf tools help understand respond needs every student today ampfy serves milon students states information visit ampfy com ampfy strategic insights team building team meet needs rapidly growing business kpi saas metric standpoint team analyzes critical business drivers using sales operational metrics support business growth opportunities drive data strategy moving forward data analyst assist development maintenance suite dashboards analytics support provide critical metrics executives stakeholders work includes mited product sales marketing analytics via advanced sql tableau excel python data analyst work closely report manager strategic insights role highly visible cross functional working c suite executives business partners mtiple areas business inidual part team work across organization order dever analytics needs drive operational changes improve data quaty partner technology organization ensure ampfy enterprise data platform provides data optimized needs business person must proactive thrive fast paced environment must strong attention detail outstanding communication skills abity operate independently quaficationsbachelor degree business finance accounting economics engineering business quantitative programs years experience analytical capacity startup corporationbusiness intelgence analytics experience saas based startup years experience building high impact dashboards tableau similar business intelgence softwareexperience etl data pipene creation database conceptsproficiency sql excel python word powerpoint salesforce netsuiteresponsibitieshelp build enterprise dashboards tableau provide critical metrics executives business leaders across organizationwrite advanced sql queries build pipenes connecting tableau dashboardswork data governance team order build definitions key saas kpis ampfy enterprise data platform optimized needs businessanalyze operational kpis regar basis resolve changes needed made inputs various systems order produce cleaner accurate datawork internal teams order prepare analyses drive efficiencies increased sales across ampfy various productswork vp fp preparation saas related materials board executive team monthly basisassist telng narrative supports metrics calcated saas perspectivework various gms various products order support calcation optimization usef saas metrics specific product suitewhat offersalary one component ampfy total rewards package includes lucrative k plan incentive stock options competitive health insurance mental health options basic fe insurance paid time parental leave access best class development programs gross salary range role k role egible receive annual discretionary bonus rewards inidual company performance celebrate ersity committed creating inclusive environment employees end seek recruit develop retain talented people erse candidate pool ampfy equal opportunity employer minorities females protected veterans iniduals disabities position may funded whole part american recovery reinvestment act funds ampfy education inc e verify participant,United States
Data Analyst (Remote),cointracker,cointracker makes cryptocurrency portfoo tracking tax compance simple mission increase financial freedom prosperity world things proud global cryptocurrency assets tracked cointracker b daily profitable partnered coinbase turbotax opensea industry leaders venture backed accel combinator top investors founders jon previously built textnow downloads chandan previously product manager googlelearn mission cture hiring process opportunity cointracker mission enable everyone world use crypto peace mind data analyst goal take wide variety data blockchains transactions usage mobile web etc make accessible impact driven building visuazations running queries helping product growth marketing partnerships business support teams make important decisions build best products future crypto year outcomes comprehensive dashboards user fecycle signup engagement churn across web mobile platforms team specific dashboards launched kpis metrics relevant team e growth consumer finance support etc intake process created prioritized backlog data requests future tools dashboards completed pricing analysis develop new pricing model experiments cointrackeryou analyze ads marketing data develop user models compute ltv effectiveness different channels work engagement churn retention data alongside product teams improve product features measure usage manage user cohorts help develop finance long term models understand tax portfoo plan purchase retention behaviors partner support super charge analytics support tickets queues wait times help support highly efficient organization skills excited sql programming knowledge abity write queries comfortablyexperience tableau mixpanel etc visuazation dashboardscurious mindset dig datasets find issues concernsstatistical knowledge understand p values confidence intervals impact experimentsxfn collaboration skills work pm eng design finance support etc gather requirements provide solutionswhat ke working cointracker fly internationally distributed tight knit team minimal process majority time spent working collaborating asynchronously tools ke figma github google meet linear notion slack zendesk also stay agned bonded weekly sprints standups hands socials aim empower every inidual team fl transparency ownership autonomy clear objectives learn guiding principles sounds exciting love hear sure perfect fit reach anyway looking awesome iniduals folks perfectly match job posting,New York City Metropolitan Area
Data Analyst,utopia labs,engineering utopia labswe love building beautif powerf technology deep impact purpose almost founding team technically focused background companies ke microsoft facebook lunchclub utopia labs wants join group hackers driven deep curiosity pursuit technical excellence passion driving impact utopia labs building tools support future governance commerce work utopia cornerstone creating financial data daos data analyst utopia work highly collaborative cross functional setting empower data driven decision making across organization responsibitiesdevelop core metrics create dashboards track measure business performancepartner product research engineering leadership inform influence support execute strategy product decisionsdesign analyze product experiments guide product launchescollaborate mtiple subject matter experts drive new data initiatives automate business intelgence reporting estabsh best practiceslead projects completionneed havebachelors masters ph quantitative fields cs stats economics etc years work experienceexperience setting end end data infrastructure inject manage analyze data experience measuring tracking kpis experience creating dashboards exploring data gain business insights experience setting maintaining data pipene optimizing data warehouses experience sql python experience analyzing complex datanice havestarted participated dao core contributorinterest cryptoprevious experience start environmentprevious boxing experienceperks benefits health wellbeingwe offer top ne benefits including health mental health dental vision insurance equipment softwareutopia cover costs new top ne equipment needed also cover wide arrange productivity work quaty software time offwe want people take time rest rejuvenate offer week paid vacation mental health days well observed hodays country retreats conferenceswe remote first working together person team unlocks powerf bonds productivity hold quarterly retreats make build times us work together person also cover team conference trips additional ways connect work together parental leaveour parental leave pocy offers biological adoptive foster parents paid time spend quaty time family lunch usyou generous dollar month meal stipend cover food costs way choosing join dao us new hires also get usdc bonus towards joining token nft dao choice questions email pryce utopialabs comtwitter https twitter com pryceandstuff,United States
Data Visualization Analyst,attane,data visuazation analystlet talk role attane actively seeking data visuazation analyst background building analytics dashboards leverage data ux storytelng techniques communicate insights cents internal team enabng data driven decision making fostering internal data cture position responsible building visually stunning interactive reporting dashboards tableau convey information simpfied way inidual shod strong background data storytelng ux able communicate complex problems solutions concise simpfied way inidual collaborate stakeholders across aspects attane business including executives internal subject matter experts cents required demonstrate ownership across aspects dashboard development ideation discovery development support challenges tackle build pubsh interactive dashboards tableau servercreate wire frames prototypes illustrate product vision usabitydata analysis determine data needs refine report requirementsregarly meet key stakeholders develop modify report specificationsupdate maintain existing tableau dashboardsdevelop maintain high quaty controls documentation data sources dashboards reporting ensure transparency understanding levelsprovide teams ad hoc analysis automated dashboards tableau self service reporting tools make access data easy decision makers across organizationmaintain cture high quaty output exceptional customer service effectively communicate levels ensure work gets done well time respond effectively unexpected obstacles reallocate resources necessaryctivate cross functional relationships dever creative effective business intelgence solutionswhat bring team years relevant experience developing dashboards data visuazation years experience using data visuazation software tableau preferred tableau server site administration plusbroad knowledge data visuazation approachesabity use sql analyze extract transform dataunderstand importance data storytelng incorporate visuazationsshod demonstrated experience improving processes building reusable scalable solutionsexperience supporting working cross functional teams dynamic environmentwhat makes stand utize python data analytics transform store dataexperience using alteryx similar analytics toolsexperience building alteryx analytic apps plusknowledge digital marketing data sources google analytics google ads facebook etc knowledge digital marketing space associated channelsextremely motivated wilng work fast paced hard working teamresourcef abity work independently minimal directionnaturally curious passion analyzing data solving problemsattention detail professionasm mustget know us attane formerly glynndevins leading marketing solutions provider trusted senior ving healthcare financial services industries drive sales business success data driven understanding customer journey years experience devering rests provide unparalleled value cents empowering engage success attane equal opportunity employer committed fostering inclusive innovative environment best employees therefore provide employment opportunities without regard age race color ancestry national origin region disabity sex gender identity expression sexual orientation protected status accordance appcable law,Kansas City Metropolitan Area
Data Analyst,solution,data analyst part time remote opportunity looking volunteer strives make difference contribute making world better place solution social network solution social network solution international company based us developing new innovative social network help currently solution volunteers countries usa canada brazil mexico south africa nigeria cameroon kenya rwanda egypt uae qatar united kingdom portugal germany france bgaria ukraine sweden denmark turkey iran iraq india pakistan kuwait georgia even austraa look forward advancing global solutions capable solving persistent global challenges developing social platform people groups communities institutions non profit non governmental organizations businesses engage collaborate solve societal personal issues related healthcare education cmate change discrimination work business etc missionput simply solution exists better world strive improve ves bilons people providing innovative social network connects solves issues quickly drives positive growth future generations help anybody also mission better world visionwe want make world better place everyone support people worldwide unify forces resolve global local issues people groups communities institutions non profit non governmental organizations businesses face every day learn us https www nkedin com company solutions sn duties responsibities developing data models data dictionaries specifications guide development implementation processes models systems providing analytical support assessment employed proposed database queries architectures processes best practices performing research identify industry best practices trends appcable studies findingsanalyzing data develops deverables researches writes edits broad range reports manuals presentations technical pubcations providing support special projects including pocy documentation webinars performance reporting archived data review data product quaty checking occasionally testing software interface improvements requirements bachelor degree ba bs accredited school field related data information systems years professional experience working data information systems strong written oral communication skills strong analytical skills abity collect organize analyze accurately disseminate information customer service mindset presentation report writing skills experience working cckup software desired required recommended profile open minded person fe healthy values proactivity reabity courtesy creativity teamwork flexibity commit position volunteer company looking funding paid guarantee succeed project volunteers expert domain ready wear mtiple hatstotal rewardswork mtinational team experienced different areas make difference contribute international causes explore new areas work striving startup grow professionally emotionally interact experts domain work working alongside ambitious kind drama teamopportunity work flexibly remotely anywhere world,United States
Data analyst,stellar professionals,looking fill mtiple contract remote roles data analysts mode interview webcam interviewthe resource work primarily remotely must reside close proximity harrisburg pa attend person meetingsabity analyze interpret quantitative quatative data abity analyze interpret pocies procedures regations relating crisis intervention services knowledge principles methods data collection analysis proficiency excel data analysis tools effective communication skills including abity explain data rests analyses mtiple audiences abity work independently minimal guidance supervision understanding best practices project management knowledge management documentation strong organizational skills including abity manage mtiple projects simtaneously required skillsrequired desired skillsknowledge principles methods data collection analysis experience analyzing interpreting quantitative quatative dataexperience analyzing interpreting pocies procedures regations relating crisis intervention servicesproficiency excel data analysis tools effective communication skills including abity explain data rests analyses mtiple audiences understanding best practices project management knowledge management documentation experience managing mtiple projects simtaneously preferredexperience mental health social work community pocing graduate degree mental health psychology social work criminal justice,United States
Data Analyst,freeman leonard,freeman leonard seeking data analyst retail centno c c visa transfer sponsorshipthis contract role months fly remote opportunity convert employee however opportunity contract extensionbelow must haves advanced expert sql coding skills report development e snowflake sql experience order management systems oms testing supporting analyticsstrong analytical skills working large sets dataexperience report creation taking business requirements developing reports based business needsthis role housed within inventory hub management ihm team focus inventory data mining reporting relation order management systems oms warehouse management systems wms role responsible taking business requirements developing sql based reports business technical team use reports assist day day inventory management well oms system pre post implementation testing monitoring focus oms system management ihm manhattan active omni mao associate play key role implementing mao system oversee ihm system reporting related omni channel inventory visibity order ffillment position calls someone direct experience area well proven experience sql coding responsibilities manage requirement capture development new inventory hub manhattan active order management mao system reportingresponsible managing omni channel daily weekly ad hoc inventory availabity order ffillment reportingdefine develop kpis omni channel inventory sharing order ffillment performance tracking based analytic findingsperform analysis make recommendations drive optimization inventory visibity sharing omni channel order ffillmentpotential oms system testing phased mao mao impacting system implementationskey skills attributes robust problem solving skills time management skills abity mtitask efficientlystrong work ethic abity work independently fast paced environmentabity thrive ever evolving changing environments duties flexed based business project needssubstantial capacity following tasks completion ne defined due datesable work effectively levels organizationsexcellent verbal written communication skillsrests actions oriented approaches challenges projects perseveranceeducation background bachelor degree accounting business management data analytics computer science finance relative studies four year universitypreferred minimum years inventory control management data analytics accounting auditmanhattan active omni system experience plusoracle retail systems experience plussnowflake query development experience plus,United States
Data Analyst (Global Remote),passion io,passion io building future creator economy mission empower creators unlock power passion make impact audiences building saas platform enables creators seamlessly build mobile apps branded content passion io platform provides creators tools features needed run business anywhere time mobile phone international remote team majority customers residing us looking passionate experienced data analyst join team someone whose goal extract value data uncovering usef information enabng data driven business decision making wod love meet exciting career move someone first experience global management consting firm since report vp finance work closely ceo first data hire potential grow head data position requirementswhat bring teamyou innately curious empathetic analytical fast learneryou love able take science data actively contribute decision making process customer success product marketing driven curiosity enthusiasm learning new technologies skills turn data value creating insights propel retention fetime value saasyou thrive discovering aha moments gaining deep understanding drives leading metrics kpisyou keen vadate current assumptions hypothesis well confidence question based findings uncoverfluent engsh working onthe ideal candidate able translate business questions analysis write sql queries pl required data apply appropriate mathematical rigor extract meaningf answer questionyou assume ownership data infrastructure processes make improvements appropriate build best class data organizationyou engage customer success product marketing teams build dashboards reports monitor kpis metricsyou provide data accessible updates real timeyou become master retention churn drivers insightsbenefitswhat offer steep learning curve expect steepest learning curve ever experienced building playground passion io become best version meet work successf people worldwide learn success secrets values based company part open honest creative rests driven environment opinion highly valued want change world better providing value others high growth environment part strongly growing company opportunity develop key contributor crucial responsibities personal professional development tackle projects across departments thereby gain invaluable tool box successfly tackng bigger bigger challenges autonomy entrepreneurial work style measured rests produce driver seat fl flexibity remoteness flexibity join try international remote team countries work anywhere wish growth reward top performers promotions space grow higher positions want know ke work passion io check video https youtu v aiv egvq,"Ontario, CA"
Data Analyst - remote!,principal financial group,principal seeking data analyst within life data analytics team role partner leadership us insurance solutions provide data insights recommendations support strategic goals examples things develop execute measure meaningf data driven metrics agn strategy effectively mine data sources provide relevant information easily consumable manner includes acquiring storing managing sharing structured unstructured data independently develop accurate timely reporting support measure business initiatives effectively utize sophisticated tools technologies mine data sources providing relevant information consumable manner provide peer reviews backup team members quafications bachelor degree business technical field statistics data analytics math gis related internship analytics similar fields preferred years job data analytics related experience position mathematical background engineering financial analysis strongest candidates previous experience aws python power bi sql excel proven attention detail abity work ambiguous environment outstanding verbal written communication including presenting training groups excellent problem solving analytical technical statistical skills identify resolve complex problems salary range information salary ranges reflect targeted base salaries non sales positions opportunity participate bonus program sales positions egible sales incentives instances bonus plan whereby total compensation may far exceed base salary depending inidual performance actual compensation roles based upon geographic location work experience education censure requirements skill level finazed time offer salary range yearadditional informationlocationremote candidates considered position level consider canidates higher level position work authorization sponsorship time considering candidates need type immigration sponsorship future needing work authorization role includes mited students f opt f cpt j etc investment code ethics principal global investors positions need follow investment code ethics related personal business conduct well personal trading activities members household requirements may also apply positions across organization experience principalwhile expertise spans globe bound one common purpose foster world financial security accessible success depends unique experiences backgrounds talents employees inidually us together explore core values benefits exceptional place grow career principal equal opportunity employer quafied appcants receive consideration employment without regard race color region sex sexual orientation gender identity national origin disabity veteran status linkedin remote hashtag,"Cedar Rapids, IA"
Marketing Data Analyst,bayone solutions,data analyst ads operations speciast interview video position contract long term remote role job descriptionday day responsibities position description project job description day day responsibities gather unstructured data seller feedback verbatim internal feedback tool various sources automation well manual aggregation project management create tableau dashboards quatative quantitative data surveys create unstructured dashboards using xm discover qualtrics tool various pms understanding use cases provide ad hoc analytics support collaborate analytics complete projects ke funnel analysis measuring drop points prepare hypothesis understanding seller churn primary skills marketing data analysis sql queries excel advertising b b b c e commerce statistical methodology mtivariate analysis funnel analysis tableauabity dig deep data come data proof pointsquafications background statistics economics engineering strong sql scripting skills data evangest works product managers engineers data scientists product analysts make sure make best use available data drive product features support objectives project management skills experience creating dashboards reports tableau excel analyse dataanalyse draw insights understand user sentiment leveraging quantitative quatative customer survey dataexperience coming metrics better understand product healthexperience working independently cross functional team including geographically dispersed partners bonus experience advertising b b b c e commerce preferred,United States
Data Analyst,idr inc,data analystexciting data analyst opportunity one idr top cents data analyst required discover analyze profile document findings source data systems create source target mappings using business res transform data assist development team development phase resolve data issues understand data constraints create maintain data sets data mining predictive analytics apply stay competitive needed experience must bachelor degree years professional experience data analyst years professional experience sqlexcellent communicationwhy idr years proven industry experience major marketsemployee stock ownership programdedicated engagement manager committed successmedical dental vision life insuranceclearlyrated best staffing cent talent award winner years row,United States
Data Analyst,cognizant,job title data analystlocation los angeles ca remotefltime cognizantcent la care health plancognizant technology solutions seeking data analyst cod join team professionals permanent role meet background requirements skills looking opportunity rewarded skills expertise ideal opportunity job summary strong technical knowledge sql ssis extensive experience writing adhoc advanced queries sql experience healthcare domain across payer provider pharmacy good understanding working experience member enrollment claims processing hedis stars measures experience data mining sql complex queries business intelgence strategies determine optimal data sources reporting member provider data proficient microsoft office suite excel skills proficiency translating complex analytic ideas actionable insights varied levels audience abity develop relationship stakeholders understand requirements excellent stening effective written verbal communication self driven innovation motivated well organized wilngness work onsite offshore model abity work remote setting exemplary personal professional integrity perform data quaty verification checks ensure accuracy reports data implement databases data collection systems data analytics strategies optimize efficiency quaty develop custom reports support cent data analysis collaborate team members solve complex problems utizing data direct guide team analysts research issues conduct root cause analysis hedis measure improvement implement processes solutions based data driven decision making use sql knowledge write queries stored procedures needed perform hedis measure analysis reporting must skills sql server secondary skills ssis ssrs,"Los Angeles, CA"
Data Analyst,motion recruitment,cent nonprofit centered around college readiness students k looking data analyst join team remotely begins month contract opportunity extend convert role support team provide smooth error free implementation sat suite assessment high profile customers key responsibities use data management analytics tools provision data analyze data identify document gaps enable self service gather requirements understand data needs internal external customers provision files transfer data upload files transfer access secure file transfer protocol sftp write data mapping specifications data dictionaries documentation associated data extensionsdevelop maintain current knowledge college board products data systems information assets plan develop deploy test ghtweight information solutions focus efficient automated approach monitor discover trends particar emphasis impacted new product releases operational changes new data collection techniques pilot strategic analyses using existing new data sources internal external origin position incorporated enterprise platforms identify existing reports processes automation opportunities develop execute plans perform user acceptance testing quaty control essential deployment reports business information solutions required skills experience bachelor degrees mathematics statistics computer data science years demonstrated proficiency data analysis required advanced knowledge excelhighly proficient sqlexperience database development support data transformation loading processesfamiarity salesforce marketing cloud plusexperience python r plusabity create present analyses powerpoint google sdes,United States
WFH//Data Analyst,ogletree deakins cabinet di au droit social,position summaryour denver office opportunity data analyst join firm expanding affirmative action ofccp compance practice group position may work remotely data analyst prepare governmental compance reports responsible attorney oversight preparing statistical analyses using microsoft excel related database software data analyst typically assists gathering vadating synthesizing workforce people compensation related data includes data entry data vadation reconciation data management organization researching pubcally available data sources document review operation software data analysis nature law firm environment unpredictable times data analyst shod able deal heavy workload tight deadnes essential functionssuccessf job appcants able perform essential functions without reasonable accommodations comping vadating synthesizing employment compensation related data mtiple sources workbooks spreadsheets working efficiently data sets varying sizes small large microsoft excel including generating pivot tables using formas researching data sources appcable project needs e g bureau labor statistics u census etc creating preparing compance reports supervision attorney assisting development hris related metrics analysis presentations abity communicate effectively colleagues cents requirementsto support health safety teams work spaces require employees fly vaccinated covid received approved accommodation based medical condition sincerely held regious beef practice otherwise required appcable law please let us know ke discuss pocy available accommodations proceeding recruitment process ba bs degree equivalent strong analytical mathematical skills experience analyzing reconcing large data sets intermediate advanced excel skills strong verbal written communication skills strong organizational problem solving skills abity prioritize mtiple assignments use initiative judgment accompsh timely rests work tight deadnes wilngness work flexible schede including overtime necessary preferred requirementshuman resources hris compensation analytics experience knowledge eeo affirmative action compance related laws regations please note working outside recruiters position benefitsin accordance colorado equal pay equal work act expected salary range colorado position actual pay adjusted based experience job related factors permitted law position quafies staff benefits ogletree deakins offers robust suite benefits staff including paid time sick time k matching program profit sharing paid hodays paid parental leave affordable health life insurance including dental vision coverage health savings account flexible spending accounts help offset cost dependent care health care expenses teladoc access doctor phone onne video tuition reimbursement employee assistance program firm overviewogletree deakins one largest labor employment law firms representing management types employment related legal matters premier cent service outned firm cent pledge one firm top priorities cornerstone core values u news best lawyers best law firms named ogletree deakins law firm year consecutive years pubcation named ogletree deakins law firm year employment law management category ogletree deakins attorneys located offices across united states europe canada mexico firm represents erse range cents including many fortune companies u fly committed importance ersity within legal profession well workplace environments strongly encourage interest erse candidates firm equal opportunity employer,United States
Data Analyst I,oracle,job descriptionprovides programs improve operational efficiency consistency compance support organization financial tactical business objectives provides business practices processes develops communicates trains organization business practices processes serve aison isions finance contracts hr legal shared services accounts receivable purchasing risk management effort ensure accurate timely transaction processing collect input verify correct analyze data measure key performance indicator actual versus business objectives provide updates management regarding budget actual informing deviations opportunities provide management economic impact compance issues surrounding key business decisions deals communicate oracle business practices organization monitor process approvals fl compance drive implementation new processes procedures work involves problem solving assistance guidance understanding applying company pocies procedures attention detail critical abity collect organize display data spreadsheet format follow skills necessary get information internal third parties data errors omissions corrected relationship management skills strongly desired strong written verbal communication skills interact management possible cents desired years relevant work experience responsibitiesoracle cerner hiring data analyst analyze prepare process data sets consumed direct insights statistical modeng analytical exploration internal external cents role access compile data sets various sources exploratory pre defined analyses audit data sets completeness vadity pertinent data health measures support evaluation data sets analytical possibities pitfalls also transform data specific team functions processes appropriate conduct basic statistical testing exploratory data analysis finally create basic data visuazations const stakeholders cents data availabity quaty outcomes analysis apply today learn basic quafications least years total combined related work experience completed higher education including least year data analytics statistics work experience including experience quantitative statistical analysis data mining predictive statistical modeng apped programming data management data transformation data visuazation quantitative statistical research least years additional work experience directly related duties job completed higher education including bachelor degree actuarial science analytics economics information systems management information systems mathematics statistics related field equivalent relevant work experience preferred quafications expectations perform responsibities assigned wilng travel needed wilng work additional irregar hours needed allowed local regations work accordance corporate organizational security pocies procedures understand personal role safeguarding corporate cent assets take appropriate action prevent report compromises security within scope position usas world leader cloud solutions oracle uses tomorrow technology tackle today problems true innovation starts erse perspectives various abities backgrounds everyone voice heard inspired go beyond done committed expanding inclusive workforce promotes erse insights perspectives partnered industry leaders almost every sector continue thrive years change operating integrity oracle careers open door global opportunities work fe balance flourishes offer highly competitive suite employee benefits designed principles parity consistency put people first flexible medical fe insurance retirement options also encourage employees give back communities volunteer programs committed including people disabities stages employment process wod ke accessibity assistance accommodation disabity point let us know option disclaimer certain us customer cent facing roles may required comply appcable requirements immunization occupational health mandates oracle equal employment opportunity employer quafied appcants receive consideration employment without regard race color region sex national origin sexual orientation gender identity disabity protected veterans status characteristic protected law oracle consider employment quafied appcants arrest conviction records pursuant appcable law includes united states affirmative action employer,United States
Data Analyst III - Remote,oneamerica,descriptionat oneamerica dever promises customers need us beeve best way serve customers know every inidual employee family business work unique personal financial goals keep promises help achieve goals reaze definition financial success job summaryas data analyst iii develop complex analytics act key resource colleagues responsible organizing modeng interpreting visuazing complex data gathered mtiple structured unstructured data sources order provide oneamerica associates insights need speciazed depth breadth experience data driven solution design visuazation statistics work independently require guidance complex situations storyteller lead others apply design thinking principles data visuazation drive understanding action data analyst iii develop complex analytics act key resource colleagues responsible organizing modeng interpreting visuazing complex data gathered mtiple structured unstructured data sources order provide oneamerica associates insights need speciazed depth breadth experience data driven solution design visuazation statistics work independently require guidance complex situations storyteller lead others apply design thinking principles data visuazation drive understanding action primary duties may include mited lead produce complex analytics may include designing prototyping building medium large scoped bi visuazations act resource technical business subject matter experts design dever visual analytical answers business questions work independently develop metrics mathematical calcations technical skills solve business project needs high impact communicator explain findings ensure work rests successfly deployedact key resource self service reporting visuazation collaboration education business partners best practices methodologies able change techniques style methods approach assimilate various types information conduct exploratory data analysis prepare data analyzed lead design thinking sessions produce artifacts bring clarity analytic projects key resource mentor internal peer reviews acts resource colleagues less experience job requirementsrequired education certificationsbachelor degree computer science statistics mathematics business engineering related discipne preferredrecommended education certificationstableau alteryx sql related certificationsrequired work experience years work experience preferably insurance financial services field combination education experience wod provide equivalent backgroundas condition employment oneamerica requires new hires receive job offer april provide evidence fl partial vaccination covid within three days accepting offer letter oneamerica employment begins appcable new hires must submit proof received second dose two dose covid vaccine within days first dose complete new hire wishes submit request exempt mandatory covid vaccination pocy due medical condition sincerely held regious beef legal requirement associate three days offer employment accepted submit exemption request review consideration oneamerica selected candidate expected work remote candidate also expected physically return office ca wi business needs dictate team building collaboration offered accept position please advised oneamerica offices located state new york oneamerica associates permitted work remotely state new york disclaimer oneamerica equal opportunity employer strictly prohibits unlawf discrimination based upon inidual race color region gender sexual orientation gender identity expression national origin ancestry age mental physical disabity medical condition marital status veteran status characteristic protected law positions position regated violent crime control law enforcement act offer made appcants must undergo mandated background checks condition employment background checks include criminal history conviction necessarily absolute bar employment consistent appcable regatory guidenes law factors age offense evidence rehabitation seriousness violation job relatedness considered learn products services companies oneamerica visit oneamerica com companies,United States
